RowId,index,ra,dec,type,const,mag,name,rarad,decrad,bf,bayer,flam,spect,lum,ci,gl,comp,hyg_id,comp_primary,base,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
DSO-162,794.0,1.363,5.25694,Gxy,Psc,10.6,,0.356833,0.091751,,,,,,,,,,,,795.0,5.2,3.9,15.0,2.0,488,NGC,,,,,
DSO-163,795.0,1.36494,9.20583,Gxy,Psc,12.6,,0.357342,0.160672,,,,,,,,,,,,796.0,1.7,0.4,120.0,2.0,489,NGC,,,,,
DSO-164,802.0,1.36919,0.945556,Gxy,Cet,12.3,,0.358454,0.0165031,,,,,,,,,,,,803.0,3.4,1.0,58.0,2.0,493,NGC,,,,,
DSO-165,808.0,1.38211,9.04889,Gxy,Psc,12.7,,0.361836,0.157933,,,,,,,,,,,,809.0,1.1,1.0,,2.0,502,NGC,,,,,
DSO-166,815.0,1.38653,33.4603,Gxy,Psc,12.0,,0.362992,0.583992,,,,,,,,,,,,816.0,1.6,1.3,82.0,2.0,499,NGC,,,,,
DSO-167,827.0,1.39444,33.2561,Gxy,Psc,11.7,,0.365065,0.580429,,,,,,,,,,,,828.0,3.1,3.1,,2.0,507,NGC,,,,,
DSO-168,830.0,1.40744,33.7994,Gxy,And,12.9,,0.368468,0.589912,,,,,,,,,,,,831.0,0.7,0.3,75.0,2.0,513,NGC,,,,,
DSO-169,837.0,1.40108,12.9167,Gxy,Psc,11.7,,0.366803,0.225438,,,,,,,,,,,,838.0,3.5,2.8,110.0,2.0,514,NGC,,,,,
DSO-170,845.0,1.40953,3.795,Gxy,Psc,11.6,,0.369014,0.0662352,,,,,,,,,,,,846.0,4.5,1.8,130.0,2.0,520,NGC,,,,,
DSO-171,846.0,1.40939,1.73111,Gxy,Cet,11.8,,0.368977,0.0302136,,,,,,,,,,,,847.0,3.2,2.9,20.0,2.0,521,NGC,,,,,
DSO-172,851.0,1.41219,33.43,Gxy,Psc,12.5,,0.369712,0.583464,,,,,,,,,,,,852.0,2.0,1.0,20.0,2.0,517,NGC,,,,,
DSO-173,857.0,1.41328,9.53917,Gxy,Psc,10.5,,0.369995,0.16649,,,,,,,,,,,,858.0,2.8,2.8,,2.0,524,NGC,,,,,
DSO-174,869.0,1.42142,9.265,Gxy,Psc,12.7,,0.372126,0.161705,,,,,,,,,,,,870.0,2.5,0.8,28.0,2.0,532,NGC,,,,,
DSO-175,874.0,1.426,33.6714,Gxy,And,12.6,,0.373326,0.587677,,,,,,,,,,,,875.0,1.7,1.1,55.0,2.0,528,NGC,,,,,
DSO-176,875.0,1.42539,1.75889,Gxy,Cet,11.4,,0.373166,0.0306984,,,,,,,,,,,,876.0,3.8,2.3,50.0,2.0,533,NGC,,,,,
DSO-177,879.0,1.42786,34.7131,Gxy,And,11.9,,0.373813,0.605857,,,,,,,,,,,,880.0,2.4,2.1,160.0,2.0,529,NGC,,,,,
DSO-178,880.0,1.429,-1.38028,Gxy,Cet,12.6,,0.374111,-0.0240904,,,,,,,,,,,,881.0,1.8,1.7,,2.0,541,NGC,,,,,
DSO-179,885.0,1.43308,-1.34,Gxy,Cet,12.3,,0.37518,-0.0233874,,,,,,,,,,,,886.0,2.4,1.6,55.0,2.0,545,NGC,,,,,
DSO-180,886.0,1.4335,-1.345,Gxy,Cet,12.3,,0.375289,-0.0234747,,,,,,,,,,,,887.0,3.0,2.0,85.0,2.0,547,NGC,,,,,
DSO-181,893.0,1.43936,34.7036,Gxy,And,12.4,,0.376824,0.605692,,,,,,,,,,,,894.0,3.0,1.1,62.0,2.0,536,NGC,,,,,
DSO-182,898.0,1.44519,2.02222,Gxy,Cet,12.9,,0.378351,0.0352944,,,,,,,,,,,,899.0,1.5,0.6,120.0,2.0,550,NGC,,,,,
DSO-183,911.0,1.45706,-1.91417,Gxy,Cet,12.9,,0.381456,-0.0334085,,,,,,,,,,,,912.0,1.9,0.6,178.0,2.0,560,NGC,,,,,
DSO-184,913.0,1.46125,37.1828,Gxy,And,12.9,,0.382554,0.648962,,,,,,,,,,,,914.0,1.8,0.8,140.0,2.0,551,NGC,,,,,
DSO-185,917.0,1.46339,-1.88,Gxy,Cet,12.6,,0.383114,-0.0328122,,,,,,,,,,,,918.0,1.4,1.2,145.0,2.0,564,NGC,,,,,
DSO-186,918.0,1.46581,-35.7181,Gxy,Scl,12.5,,0.383747,-0.623398,,,,,,,,,,,,919.0,2.2,1.4,137.0,2.0,568,NGC,,,,,
DSO-187,937.0,1.49142,63.3083,OC,Cas,9.5,,0.390452,1.10494,,,,,,,,,,,,938.0,4.4,,,2.0,559,NGC,8.0,C,,,
DSO-188,943.0,1.50797,-22.6667,Gxy,Cet,11.1,,0.394786,-0.395608,,,,,,,,,,,,944.0,4.9,3.1,110.0,2.0,578,NGC,,,,,
DSO-189,948.0,1.51369,41.2569,Gxy,And,12.8,,0.396284,0.72007,,,,,,,,,,,,949.0,0.4,0.4,,2.0,573,NGC,,,,,
DSO-190,950.0,1.52244,-6.86833,Gxy,Cet,10.3,,0.398575,-0.119875,,,,,,,,,,,,951.0,4.2,2.3,55.0,2.0,584,NGC,,,,,
DSO-191,968.0,1.54775,-7.0325,Gxy,Cet,10.8,,0.4052,-0.12274,,,,,,,,,,,,969.0,3.2,2.1,30.0,2.0,596,NGC,,,,,
DSO-192,972.0,1.55147,-7.31278,Gxy,Cet,12.4,,0.406174,-0.127632,,,,,,,,,,,,973.0,3.3,2.8,,2.0,600,NGC,,,,,
DSO-193,973.0,1.55606,60.6581,OC,Cas,7.4,,0.407374,1.05868,,,,,,,,,,,,974.0,6.0,,,2.0,103,M,581.0,NGC,,,
DSO-194,990.0,1.56411,30.6603,Gxy,Tri,5.8,Triangulum galaxy,0.409483,0.535123,,,,,,,,,,,,991.0,70.8,41.7,23.0,2.0,33,M,598.0,NGC,,,
DSO-195,998.0,1.57153,-29.4161,Gxy,Scl,10.1,,0.411425,-0.513408,,,,,,,,,,,,999.0,5.5,4.2,120.0,2.0,613,NGC,,,,,
DSO-196,1003.0,1.58497,-36.4897,Gxy,Scl,12.7,,0.414945,-0.636866,,,,,,,,,,,,1004.0,2.0,1.5,94.0,2.0,623,NGC,,,,,
DSO-197,1005.0,1.58492,-7.34111,Gxy,Cet,11.7,,0.41493,-0.128127,,,,,,,,,,,,1006.0,3.6,1.4,155.0,2.0,615,NGC,,,,,
DSO-198,1006.0,1.58475,-41.4364,Gxy,Phe,11.4,,0.414887,-0.723201,,,,,,,,,,,,1007.0,5.8,1.9,92.0,2.0,625,NGC,,,,,
DSO-199,1008.0,1.58664,-39.1481,Gxy,Scl,12.9,,0.415381,-0.683262,,,,,,,,,,,,1009.0,1.9,1.9,,2.0,626,NGC,,,,,
DSO-200,1010.0,1.59353,-39.36,Gxy,Scl,12.7,,0.417185,-0.686962,,,,,,,,,,,,1011.0,1.6,1.4,,2.0,630,NGC,,,,,
DSO-201,1012.0,1.59786,33.6817,Gxy,Tri,12.8,,0.418319,0.587856,,,,,,,,,,,,1013.0,1.4,1.4,,2.0,614,NGC,,,627,NGC,
DSO-202,1015.0,1.59119,33.6567,Gxy,Tri,12.7,,0.416574,0.58742,,,,,,,,,,,,1016.0,1.6,1.5,,2.0,618,NGC,,,627,NGC,
DSO-203,1016.0,1.60669,-37.3236,Gxy,Scl,12.9,,0.420632,-0.65142,,,,,,,,,,,,1017.0,1.3,1.1,177.0,2.0,633,NGC,,,,,
DSO-204,1017.0,1.61358,35.5125,Gxy,Tri,12.8,,0.422435,0.61981,,,,,,,,,,,,1018.0,1.9,1.8,,2.0,621,NGC,,,,,
DSO-205,1018.0,1.61156,15.7842,Gxy,Psc,9.5,,0.421904,0.275486,,,,,,,,,,,,1019.0,10.5,9.5,25.0,2.0,74,M,628.0,NGC,,,
DSO-206,1020.0,1.61658,42.3222,Gxy,And,12.9,,0.423221,0.738662,,,,,,,,,,,,1021.0,1.1,1.0,5.0,2.0,620,NGC,,,,,
DSO-207,1021.0,1.59786,33.6817,Gxy,Tri,12.7,,0.418319,0.587856,,,,,,,,,,,,1022.0,1.6,1.5,,2.0,627,NGC,,,,,
DSO-208,1022.0,1.60658,64.5367,OC,Cas,11.0,,0.420603,1.12638,,,,,,,,,,,,1023.0,3.0,,,2.0,609,NGC,,,,,
DSO-209,1023.0,1.62153,5.8775,Gxy,Psc,12.4,,0.424515,0.102582,,,,,,,,,,,,1024.0,1.5,1.2,170.0,2.0,632,NGC,,,,,
DSO-210,1030.0,1.64425,-42.5264,Gxy,Phe,12.4,,0.430464,-0.742226,,,,,,,,,,,,1031.0,1.4,1.3,,2.0,641,NGC,,,,,
DSO-211,1037.0,1.65181,-7.51278,Gxy,Cet,11.4,,0.432442,-0.131123,,,,,,,,,,,,1038.0,2.8,2.1,,2.0,636,NGC,,,,,
DSO-212,1043.0,1.66908,5.72778,Gxy,Psc,12.8,,0.436965,0.0999686,,,,,,,,,,,,1044.0,2.6,1.2,125.0,2.0,645,NGC,,,,,
DSO-213,1050.0,1.70272,12.6025,Gxy,Psc,12.5,,0.445772,0.219955,,,,,,,,,,,,1051.0,3.0,1.6,20.0,2.0,658,NGC,,,,,
DSO-214,1051.0,1.70503,51.5711,PN,Per,10.1,,0.446375,0.900086,,,,,,,,,,,,1052.0,2.7,1.8,,2.0,76,M,650.0,NGC,,,
DSO-215,1052.0,1.70608,51.5803,PN,Per,10.1,,0.446652,0.900246,,,,,,,,,,,,1053.0,2.71667,1.78333,,2.0,651,NGC,,,76,M,
DSO-216,1054.0,1.70767,26.1433,Gxy,Psc,12.5,,0.447066,0.456287,,,,,,,,,,,,1055.0,1.5,1.3,35.0,2.0,656,NGC,,,,,
DSO-217,1057.0,1.71753,64.0367,OC,Cas,8.2,,0.449648,1.11765,,,,,,,,,,,,1058.0,3.5,,,2.0,637,NGC,,,,,
DSO-218,1058.0,1.71714,13.6428,Gxy,Psc,11.4,,0.449546,0.238111,,,,,,,,,,,,1059.0,8.3,3.2,170.0,2.0,660,NGC,,,,,
DSO-219,1066.0,1.73317,61.8828,OC,Cas,6.5,,0.453742,1.08006,,,,,,,,,,,,1067.0,5.0,,,2.0,654,NGC,,,,,
DSO-220,1068.0,1.73972,60.6692,OC,Cas,7.9,,0.455458,1.05888,,,,,,,,,,,,1069.0,5.0,,,2.0,659,NGC,,,,,
DSO-221,1069.0,1.73736,28.7056,Gxy,Tri,12.0,,0.45484,0.501006,,,,,,,,,,,,1070.0,1.7,1.4,60.0,2.0,661,NGC,,,,,
DSO-222,1072.0,1.74889,10.4228,Gxy,Psc,12.2,,0.457858,0.181912,,,,,,,,,,,,1073.0,2.4,1.6,125.0,2.0,665,NGC,,,,,
DSO-223,1080.0,1.77111,61.2183,OC,Cas,7.1,,0.463676,1.06846,,,,,,,,,,,,1081.0,16.0,,,2.0,663,NGC,10.0,C,,,
DSO-224,1082.0,1.77294,36.4608,Gxy,And,12.8,,0.464156,0.636362,,,,,,,,,,,,1083.0,1.8,1.2,30.0,2.0,668,NGC,,,,,
DSO-225,1086.0,1.78781,35.5633,Gxy,Tri,12.3,,0.468046,0.620697,,,,,,,,,,,,1087.0,3.2,0.6,36.0,2.0,669,NGC,,,,,
DSO-226,1087.0,1.79025,27.8856,Gxy,Tri,12.0,,0.468686,0.486695,,,,,,,,,,,,1088.0,2.0,1.0,172.0,2.0,670,NGC,,,,,
DSO-227,1089.0,1.79164,27.333,Gxy,Tri,12.08,,0.46905,0.47705,,,,,,,,,,,,1090.0,6.46,2.4,150.0,3.0,1727,IC,,,,,
DSO-228,1091.0,1.79531,-52.7614,Gxy,Eri,11.5,,0.47001,-0.92086,,,,,,,,,,,,1092.0,3.7,3.3,,2.0,685,NGC,,,,,
DSO-229,1093.0,1.79842,27.4331,Gxy,Tri,10.8,,0.470824,0.478797,,,,,,,,,,,,1094.0,7.2,2.6,65.0,2.0,672,NGC,,,,,
DSO-230,1095.0,1.80631,11.5231,Gxy,Ari,12.5,,0.47289,0.201115,,,,,,,,,,,,1096.0,2.1,1.7,0.0,2.0,673,NGC,,,,,
DSO-231,1096.0,1.81172,-48.6483,Gxy,Phe,12.5,,0.474308,-0.849074,,,,,,,,,,,,1097.0,2.1,1.8,,2.0,692,NGC,,,,,
DSO-232,1100.0,1.81594,5.9075,Gxy,Psc,11.9,,0.475413,0.103105,,,,,,,,,,,,1101.0,4.0,1.2,172.0,2.0,676,NGC,,,,,
DSO-233,1102.0,1.81564,-23.7986,Gxy,For,12.5,,0.475333,-0.415364,,,,,,,,,,,,1103.0,1.8,1.4,,2.0,686,NGC,,,,,
DSO-234,1103.0,1.82069,13.055,Gxy,Ari,12.7,,0.476657,0.227853,,,,,,,,,,,,1104.0,2.0,2.0,,2.0,677,NGC,,,,,
DSO-235,1105.0,1.85486,22.3578,Gxy,Ari,12.0,,0.485602,0.390217,,,,,,,,,,,,1106.0,4.5,1.5,105.0,2.0,674,NGC,,,697,NGC,
DSO-236,1106.0,1.81967,-10.4278,Gxy,Cet,12.0,,0.476388,-0.181999,,,,,,,,,,,,1107.0,2.6,1.6,60.0,2.0,681,NGC,,,,,
DSO-237,1109.0,1.82367,21.9975,Gxy,Ari,12.5,,0.477435,0.383929,,,,,,,,,,,,1110.0,4.5,0.8,78.0,2.0,678,NGC,,,,,
DSO-238,1113.0,1.82881,35.7844,Gxy,And,11.9,,0.47878,0.624556,,,,,,,,,,,,1114.0,2.1,2.1,,2.0,679,NGC,,,,,
DSO-239,1114.0,1.82981,21.9706,Gxy,Ari,11.9,,0.479042,0.383459,,,,,,,,,,,,1115.0,1.9,1.6,,2.0,680,NGC,,,,,
DSO-240,1117.0,1.83731,27.6478,Gxy,Tri,12.6,,0.481005,0.482545,,,,,,,,,,,,1118.0,3.2,0.6,90.0,2.0,684,NGC,,,,,
DSO-241,1121.0,1.84192,6.145,Gxy,Psc,12.5,,0.482213,0.10725,,,,,,,,,,,,1122.0,2.1,1.0,106.0,2.0,693,NGC,,,,,
DSO-242,1123.0,1.84256,36.3708,Gxy,And,12.3,,0.48238,0.634791,,,,,,,,,,,,1124.0,1.4,1.4,,2.0,687,NGC,,,,,
DSO-243,1126.0,1.84492,21.7597,Gxy,Ari,12.3,,0.482998,0.379779,,,,,,,,,,,,1127.0,3.5,2.6,95.0,2.0,691,NGC,,,,,
DSO-244,1128.0,1.84567,35.2847,Gxy,Tri,12.5,,0.483194,0.615835,,,,,,,,,,,,1129.0,2.5,1.5,145.0,2.0,688,NGC,,,,,
DSO-245,1132.0,1.84961,21.9986,Gxy,Ari,12.3,,0.484227,0.383948,,,,,,,,,,,,1133.0,3.8,2.5,160.0,2.0,694,NGC,,,,,
DSO-246,1133.0,1.85106,-9.70389,Gxy,Cet,12.3,,0.484605,-0.169365,,,,,,,,,,,,1134.0,2.5,1.2,40.0,2.0,701,NGC,,,,,
DSO-247,1136.0,1.85386,22.5831,Gxy,Ari,12.9,,0.48534,0.394149,,,,,,,,,,,,1137.0,0.8,0.7,40.0,2.0,695,NGC,,,,,
DSO-248,1138.0,1.85486,22.3578,Gxy,Ari,12.0,,0.485602,0.390217,,,,,,,,,,,,1139.0,4.5,1.5,105.0,2.0,697,NGC,,,,,
DSO-249,1142.0,1.86397,6.29556,Gxy,Psc,12.4,,0.487987,0.109878,,,,,,,,,,,,1143.0,1.9,1.4,,2.0,706,NGC,,,,,
DSO-250,1147.0,1.875,61.8333,OC,Cas,11.7,,0.490874,1.0792,,,,,,,,,,,,1148.0,5.0,,,1.0,166,IC,,,,,
DSO-251,1152.0,1.87953,36.1522,Gxy,And,12.8,,0.492059,0.630975,,,,,,,,,,,,1153.0,3.0,2.5,35.0,2.0,708,NGC,,,,,
DSO-252,1157.0,1.88344,-13.7392,Gxy,Cet,10.3,,0.493085,-0.239794,,,,,,,,,,,,1158.0,4.7,2.4,135.0,2.0,720,NGC,,,,,
DSO-253,1159.0,1.88569,36.82,Gxy,And,12.9,,0.493674,0.64263,,,,,,,,,,,,1160.0,1.3,1.0,85.0,2.0,712,NGC,,,,,
DSO-254,1161.0,1.88681,4.19667,Gxy,Psc,11.6,,0.493965,0.0732457,,,,,,,,,,,,1162.0,2.3,2.0,45.0,2.0,718,NGC,,,,,
DSO-255,1167.0,1.89606,-23.7578,Gxy,For,12.6,,0.496386,-0.414651,,,,,,,,,,,,1168.0,1.7,1.5,165.0,2.0,724,NGC,,,,,
DSO-256,1168.0,1.89606,-23.7578,Gxy,Cet,12.6,,0.496386,-0.414651,,,,,,,,,,,,1169.0,1.5,1.3,,2.0,723,NGC,,,724,NGC,
DSO-257,1178.0,1.91558,-9.01083,Gxy,Cet,12.1,,0.501499,-0.157269,,,,,,,,,,,,1179.0,1.7,1.7,,2.0,731,NGC,,,757,NGC,
DSO-258,1185.0,1.92808,-29.9222,Gxy,For,12.7,,0.504771,-0.522241,,,,,,,,,,,,1186.0,1.9,1.4,111.0,2.0,749,NGC,,,,,
DSO-259,1194.0,1.93914,5.62889,Gxy,Psc,11.5,,0.507665,0.0982426,,,,,,,,,,,,1195.0,3.0,2.9,,2.0,741,NGC,,,,,
DSO-260,1195.0,1.93936,-4.46778,Gxy,Cet,12.6,,0.507724,-0.0779774,,,,,,,,,,,,1196.0,2.3,1.1,140.0,2.0,748,NGC,,,,,
DSO-261,1196.0,1.93958,-9.06194,Gxy,Cet,12.6,,0.507782,-0.158161,,,,,,,,,,,,1197.0,3.4,1.1,45.0,2.0,755,NGC,,,763,NGC,
DSO-262,1197.0,1.91558,-9.01083,Gxy,Cet,12.1,,0.501499,-0.157269,,,,,,,,,,,,1198.0,1.7,1.7,,2.0,757,NGC,,,,,
DSO-263,1203.0,1.94469,33.0436,Gxy,Tri,12.5,,0.50912,0.57672,,,,,,,,,,,,1204.0,1.5,1.5,,2.0,736,NGC,,,,,
DSO-264,1220.0,1.93958,-9.06194,Gxy,Cet,12.6,,0.507782,-0.158161,,,,,,,,,,,,1221.0,3.6,1.1,45.0,2.0,763,NGC,,,,,
DSO-265,1221.0,1.95903,33.21,Gxy,Tri,12.0,,0.512872,0.579624,,,,,,,,,,,,1222.0,1.7,1.3,,2.0,750,NGC,,,,,
DSO-266,1223.0,1.95914,33.2044,Gxy,Tri,12.2,,0.512901,0.579527,,,,,,,,,,,,1224.0,1.4,1.4,,2.0,751,NGC,,,,,
DSO-267,1225.0,1.96178,35.9161,Gxy,And,11.9,,0.513592,0.626854,,,,,,,,,,,,1226.0,2.5,1.9,125.0,2.0,753,NGC,,,,,
DSO-268,1226.0,1.96331,37.85,OC,And,5.7,,0.513992,0.660607,,,,,,,,,,,,1227.0,50.0,,,2.0,752,NGC,28.0,C,,,
DSO-269,1227.0,1.96397,36.3425,Gxy,And,12.5,,0.514167,0.634296,,,,,,,,,,,,1228.0,1.6,1.4,,2.0,759,NGC,,,,,
DSO-270,1230.0,1.96047,-57.7903,Gxy,Eri,12.0,,0.51325,-1.00863,,,,,,,,,,,,1231.0,2.3,2.0,15.0,2.0,782,NGC,,,,,
DSO-271,1234.0,1.97497,55.4747,OC,Per,7.9,,0.517047,0.968217,,,,,,,,,,,,1235.0,11.0,,,2.0,744,NGC,,,,,
DSO-272,1235.0,1.97569,-26.2922,Gxy,For,12.9,,0.517236,-0.458886,,,,,,,,,,,,1236.0,1.7,1.2,167.0,2.0,775,NGC,,,,,
DSO-273,1237.0,1.97831,8.34833,Gxy,Psc,12.8,,0.517919,0.145706,,,,,,,,,,,,1238.0,2.0,2.0,,2.0,766,NGC,,,,,
DSO-274,1247.0,1.98897,19.0061,Gxy,Ari,10.4,,0.520712,0.331719,,,,,,,,,,,,1248.0,7.2,4.3,130.0,2.0,772,NGC,,,,,
DSO-275,1249.0,1.99336,30.91,Gxy,Tri,12.9,,0.521861,0.539481,,,,,,,,,,,,1250.0,0.8,0.5,73.0,2.0,769,NGC,,,,,
DSO-276,1251.0,1.99514,-5.965,Gxy,Cet,11.3,,0.522326,-0.104109,,,,,,,,,,,,1252.0,4.0,1.2,160.0,2.0,779,NGC,,,,,
DSO-277,1254.0,1.99853,23.6436,Gxy,Ari,12.6,,0.523213,0.412659,,,,,,,,,,,,1255.0,1.7,1.7,,2.0,776,NGC,,,,,
DSO-278,1261.0,2.00417,31.4297,Gxy,Tri,11.4,,0.52469,0.548552,,,,,,,,,,,,1262.0,2.5,2.0,155.0,2.0,777,NGC,,,,,
DSO-279,1270.0,2.0135,-9.0025,Gxy,Cet,12.9,,0.527133,-0.157123,,,,,,,,,,,,1271.0,2.5,1.9,,2.0,787,NGC,,,,,
DSO-280,1271.0,2.01847,31.8822,Gxy,Tri,12.3,,0.528435,0.55645,,,,,,,,,,,,1272.0,1.6,1.4,35.0,2.0,783,NGC,,,,,
DSO-281,1272.0,2.01847,-6.81556,Gxy,Cet,12.3,,0.528435,-0.118954,,,,,,,,,,,,1273.0,1.9,1.4,,2.0,788,NGC,,,,,
DSO-282,1274.0,2.02139,28.8375,Gxy,Tri,11.4,,0.529198,0.503309,,,,,,,,,,,,1275.0,6.6,1.5,0.0,2.0,784,NGC,,,,,
DSO-283,1279.0,2.02778,31.8269,Gxy,Tri,12.8,,0.530871,0.555485,,,,,,,,,,,,1280.0,1.5,1.1,80.0,2.0,785,NGC,,,,,
DSO-284,1290.0,2.0415,18.3731,Gxy,Ari,12.8,,0.534463,0.32067,,,,,,,,,,,,1291.0,1.3,1.1,45.0,2.0,794,NGC,,,,,
DSO-285,1299.0,2.05739,72.4208,*,Cas,4.0,,0.538623,1.26398,,,,,,,,,,,,1300.0,,,,2.0,771,NGC,,,,,
DSO-286,1300.0,2.05775,38.1169,Gxy,And,12.7,,0.538718,0.665266,,,,,,,,,,,,1301.0,1.6,1.3,65.0,2.0,797,NGC,,,,,
DSO-287,1303.0,2.06247,38.2589,Gxy,And,12.9,,0.539954,0.667744,,,,,,,,,,,,1304.0,3.2,0.7,150.0,2.0,801,NGC,,,,,
DSO-288,1305.0,2.06253,16.0317,Gxy,Ari,12.6,,0.539968,0.279805,,,,,,,,,,,,1306.0,3.0,1.3,8.0,2.0,803,NGC,,,,,
DSO-289,1315.0,2.08214,28.9883,Gxy,Tri,12.6,,0.545103,0.505942,,,,,,,,,,,,1316.0,1.8,1.3,145.0,2.0,807,NGC,,,,,
DSO-290,1325.0,2.1145,44.57,Gxy,And,11.6,,0.553575,0.777893,,,,,,,,,,,,1326.0,3.2,1.5,160.0,2.0,812,NGC,,,,,
DSO-291,1329.0,2.1225,-25.4428,Gxy,For,12.7,,0.555669,-0.44406,,,,,,,,,,,,1330.0,1.8,1.3,,2.0,823,NGC,,,,,
DSO-292,1342.0,2.13917,10.9956,Gxy,Ari,11.2,,0.560033,0.191909,,,,,,,,,,,,1343.0,2.6,1.6,25.0,2.0,821,NGC,,,,,
DSO-293,1346.0,2.14567,38.7767,Gxy,And,12.1,,0.561734,0.676781,,,,,,,,,,,,1347.0,3.0,1.3,113.0,2.0,818,NGC,,,,,
DSO-294,1352.0,2.15572,-10.1331,Gxy,Cet,12.8,,0.564367,-0.176855,,,,,,,,,,,,1353.0,1.5,0.7,75.0,2.0,833,NGC,,,,,
DSO-295,1354.0,2.15686,-10.1361,Gxy,Cet,12.2,,0.564665,-0.176909,,,,,,,,,,,,1355.0,1.3,1.0,,2.0,835,NGC,,,,,
DSO-296,1359.0,2.16408,-7.76222,Gxy,Cet,12.7,,0.566556,-0.135476,,,,,,,,,,,,1360.0,0.9,0.5,145.0,2.0,842,NGC,,,,,
DSO-297,1362.0,2.16922,39.1914,Gxy,And,12.0,,0.567901,0.684019,,,,,,,,,,,,1363.0,2.9,2.2,,2.0,828,NGC,,,,,
DSO-298,1374.0,2.18808,37.4972,Gxy,And,12.3,,0.572839,0.65445,,,,,,,,,,,,1375.0,1.8,1.0,135.0,2.0,841,NGC,,,,,
DSO-299,1376.0,2.19478,-9.30556,Gxy,Cet,12.9,,0.574591,-0.162413,,,,,,,,,,,,1377.0,1.5,1.3,60.0,2.0,853,NGC,,,,,
DSO-300,1377.0,2.20336,44.5683,Gxy,And,12.3,,0.576839,0.777864,,,,,,,,,,,,1378.0,1.9,1.7,140.0,2.0,846,NGC,,,847,NGC,
DSO-301,1378.0,2.20336,44.5683,Gxy,And,12.3,,0.576839,0.777864,,,,,,,,,,,,1379.0,2.3,2.1,140.0,2.0,847,NGC,,,,,
DSO-302,1381.0,2.21028,-31.9444,Gxy,For,12.5,,0.578649,-0.557536,,,,,,,,,,,,1382.0,1.5,1.3,92.0,2.0,857,NGC,,,,,
DSO-303,1382.0,2.21744,-42.0333,Gxy,Phe,12.9,,0.580526,-0.73362,,,,,,,,,,,,1383.0,0.9,0.8,,2.0,862,NGC,,,,,
DSO-304,1386.0,2.23425,27.8764,Gxy,Tri,12.0,,0.584925,0.486535,,,,,,,,,,,,1387.0,2.6,1.0,,2.0,855,NGC,,,,,
DSO-305,1395.0,2.25758,6.00139,Gxy,Cet,11.1,,0.591034,0.104744,,,,,,,,,,,,1396.0,4.7,3.5,20.0,2.0,864,NGC,,,,,
DSO-306,1408.0,2.27564,-11.3489,Gxy,Cet,12.6,,0.595761,-0.198075,,,,,,,,,,,,1409.0,1.6,1.3,,2.0,873,NGC,,,,,
DSO-307,1419.0,2.29964,14.5472,Gxy,Ari,11.8,,0.602044,0.253897,,,,,,,,,,,,1420.0,2.4,1.8,140.0,2.0,877,NGC,,,,,
DSO-308,1423.0,2.31258,-6.64,Gxy,Cet,12.5,,0.605433,-0.11589,,,,,,,,,,,,1424.0,2.2,1.5,140.0,2.0,881,NGC,,,,,
DSO-309,1424.0,2.31772,57.135,OC,Per,5.3,Double cluster,0.606778,0.997194,,,,,,,,,,,,1425.0,29.0,,,2.0,869,NGC,14.0,C,,,
DSO-310,1425.0,2.31808,-6.79139,Gxy,Cet,12.6,,0.606873,-0.118532,,,,,,,,,,,,1426.0,1.7,1.3,,2.0,883,NGC,,,,,
DSO-311,1429.0,2.32572,-16.0703,Gxy,Cet,12.7,,0.608873,-0.280479,,,,,,,,,,,,1430.0,1.9,1.5,,2.0,887,NGC,,,,,
DSO-312,1433.0,2.35167,-33.7219,Gxy,For,12.4,,0.615665,-0.588559,,,,,,,,,,,,1434.0,2.0,1.2,24.0,2.0,897,NGC,,,,,
DSO-313,1436.0,2.36014,-5.52167,Gxy,Cet,11.4,,0.617883,-0.0963713,,,,,,,,,,,,1437.0,3.6,2.6,,2.0,895,NGC,,,,,
DSO-314,1438.0,2.365,-20.8225,Gxy,Cet,12.7,,0.619156,-0.363421,,,,,,,,,,,,1439.0,1.6,1.1,120.0,2.0,899,NGC,,,,,
DSO-315,1439.0,2.36697,33.2631,Gxy,Tri,11.4,,0.619672,0.58055,,,,,,,,,,,,1440.0,2.5,1.7,,2.0,890,NGC,,,,,
DSO-316,1441.0,2.37558,57.1442,OC,Per,6.1,Double cluster,0.621926,0.997354,,,,,,,,,,,,1442.0,29.0,,,2.0,884,NGC,14.0,C,,,
DSO-317,1443.0,2.37597,42.3508,Gxy,And,10.0,,0.622028,0.739161,,,,,,,,,,,,1444.0,13.5,2.5,22.0,2.0,891,NGC,23.0,C,,,
DSO-318,1448.0,2.38389,-20.7128,Gxy,Cet,12.8,,0.624101,-0.361506,,,,,,,,,,,,1449.0,1.8,0.6,81.0,2.0,907,NGC,,,,,
DSO-319,1449.0,2.38464,-21.2342,Gxy,Cet,10.5,,0.624297,-0.370606,,,,,,,,,,,,1450.0,6.0,2.6,75.0,2.0,908,NGC,,,,,
DSO-320,1458.0,2.41797,-24.7903,Gxy,For,12.0,,0.633024,-0.432672,,,,,,,,,,,,1459.0,1.9,1.8,170.0,2.0,922,NGC,,,,,
DSO-321,1461.0,2.42414,41.8242,Gxy,And,12.2,,0.634638,0.729969,,,,,,,,,,,,1462.0,2.0,2.0,,2.0,910,NGC,,,,,
